timestamp,value,anomaly_score,label
2013-12-02 21:15:00,73.78394,0,0
2013-12-02 21:20:00,74.772125,0,0
2013-12-02 21:25:00,75.98781,0,0
2013-12-02 21:30:00,78.052956,0,0
2013-12-02 21:35:00,79.26823,0,0
2013-12-02 21:40:00,78.63562,0,0
2013-12-02 21:45:00,80.22574,0,0
2013-12-02 21:50:00,80.228836,0,0
2013-12-02 21:55:00,80.31077,0,0
2013-12-02 22:00:00,79.42806,0,0
2013-12-02 22:05:00,80.747284,0,0
2013-12-02 22:10:00,79.45013,0,0
2013-12-02 22:15:00,79.23985,0,0
2013-12-02 22:20:00,80.76691,0,0
2013-12-02 22:25:00,80.33553,0,0
2013-12-02 22:30:00,80.43863,0,0
2013-12-02 22:35:00,81.395744,0,0
2013-12-02 22:40:00,81.34521,0,0
2013-12-02 22:45:00,81.66588,0,0
2013-12-02 22:50:00,80.135704,0,0
2013-12-02 22:55:00,81.74283,0,0
2013-12-02 23:00:00,81.23008,0,0
2013-12-02 23:05:00,80.25945,0,0
2013-12-02 23:10:00,81.08311,0,0
2013-12-02 23:15:00,81.72358,0,0
2013-12-02 23:20:00,81.97216,0,0
2013-12-02 23:25:00,81.22834,0,0
2013-12-02 23:30:00,83.09995,0,0
2013-12-02 23:35:00,81.21717,0,0
2013-12-02 23:40:00,82.717285,0,0
2013-12-02 23:45:00,81.69857,0,0
2013-12-02 23:50:00,81.536026,0,0
2013-12-02 23:55:00,81.40785,0,0
2013-12-03 00:00:00,81.88502,0,0
2013-12-03 00:05:00,82.436134,0,0
2013-12-03 00:10:00,83.009476,0,0
2013-12-03 00:15:00,83.34403,0,0
2013-12-03 00:20:00,81.8637,0,0
2013-12-03 00:25:00,82.86362,0,0
2013-12-03 00:30:00,83.56072,0,0
2013-12-03 00:35:00,83.74169,0,0
2013-12-03 00:40:00,82.28955,0,0
2013-12-03 00:45:00,83.03328,0,0
2013-12-03 00:50:00,83.245155,0,0
2013-12-03 00:55:00,84.07512,0,0
2013-12-03 01:00:00,83.527626,0,0
2013-12-03 01:05:00,83.47136,0,0
2013-12-03 01:10:00,83.416855,0,0
2013-12-03 01:15:00,85.14783,0,0
2013-12-03 01:20:00,85.30613,0,0
2013-12-03 01:25:00,84.64415,0,0
2013-12-03 01:30:00,85.26506,0,0
2013-12-03 01:35:00,84.32508,0,0
2013-12-03 01:40:00,84.52947,0,0
2013-12-03 01:45:00,83.75137,0,0
2013-12-03 01:50:00,85.26073,0,0
2013-12-03 01:55:00,85.36058,0,0
2013-12-03 02:00:00,85.07306,0,0
2013-12-03 02:05:00,84.94197,0,0
2013-12-03 02:10:00,85.39754,0,0
2013-12-03 02:15:00,84.804825,0,0
2013-12-03 02:20:00,84.91549,0,0
2013-12-03 02:25:00,86.11117,0,0
2013-12-03 02:30:00,86.31291,0,0
2013-12-03 02:35:00,86.27985,0,0
2013-12-03 02:40:00,86.54846,0,0
2013-12-03 02:45:00,86.24036,0,0
2013-12-03 02:50:00,86.502525,0,0
2013-12-03 02:55:00,86.42015,0,0
2013-12-03 03:00:00,87.41647,0,0
2013-12-03 03:05:00,86.92516,0,0
2013-12-03 03:10:00,86.88402,0,0
2013-12-03 03:15:00,88.46713,0,0
2013-12-03 03:20:00,88.444214,0,0
2013-12-03 03:25:00,89.237885,0,0
2013-12-03 03:30:00,87.86137,0,0
2013-12-03 03:35:00,89.52985,0,0
2013-12-03 03:40:00,88.63614,0,0
2013-12-03 03:45:00,89.50587,0,0
2013-12-03 03:50:00,89.96135,0,0
2013-12-03 03:55:00,89.23722,0,0
2013-12-03 04:00:00,90.2264,0,0
2013-12-03 04:05:00,90.58781,0,0
2013-12-03 04:10:00,89.31252,0,0
2013-12-03 04:15:00,90.48719,0,0
2013-12-03 04:20:00,91.1613,0,0
2013-12-03 04:25:00,90.03747,0,0
2013-12-03 04:30:00,91.31258,0,0
2013-12-03 04:35:00,90.32348,0,0
2013-12-03 04:40:00,91.004906,0,0
2013-12-03 04:45:00,90.788734,0,0
2013-12-03 04:50:00,91.83913,0,0
2013-12-03 04:55:00,91.52979,0,0
2013-12-03 05:00:00,90.92038,0,0
2013-12-03 05:05:00,90.70997,0,0
2013-12-03 05:10:00,90.25856,0,0
2013-12-03 05:15:00,89.120056,0,0
2013-12-03 05:20:00,88.45292,0,0
2013-12-03 05:25:00,87.88325,0,0
2013-12-03 05:30:00,87.863075,0,0
2013-12-03 05:35:00,87.514725,0,0
2013-12-03 05:40:00,86.29275,0,0
2013-12-03 05:45:00,86.62213,0,0
2013-12-03 05:50:00,84.65173,0,0
2013-12-03 05:55:00,84.05314,0,0
2013-12-03 06:00:00,84.332756,0,0
2013-12-03 06:05:00,84.55378,0,0
2013-12-03 06:10:00,82.66946,0,0
2013-12-03 06:15:00,82.67693,0,0
2013-12-03 06:20:00,83.74539,0,0
2013-12-03 06:25:00,82.97144,0,0
2013-12-03 06:30:00,82.20958,0,0
2013-12-03 06:35:00,83.86611,0,0
2013-12-03 06:40:00,81.87638,0,0
2013-12-03 06:45:00,81.4877,0,0
2013-12-03 06:50:00,82.73931,0,0
2013-12-03 06:55:00,82.364044,0,0
2013-12-03 07:00:00,83.19219,0,0
2013-12-03 07:05:00,82.828514,0,0
2013-12-03 07:10:00,80.798744,0,0
2013-12-03 07:15:00,80.53908,0,0
2013-12-03 07:20:00,82.36415,0,0
2013-12-03 07:25:00,82.11966,0,0
2013-12-03 07:30:00,81.48322,0,0
