,X axis
0,0.17757547
1,0.18098064
2,0.19350293
3,0.19022484
4,0.17739357
5,0.1927444
6,0.20143647
7,0.18240283
8,0.2040517
9,0.19229892
10,0.18647821
11,0.17566347
12,0.18520369
13,0.18972547
14,0.18710269
15,0.19934863
16,0.18433785
17,0.18553558
18,0.1812091
19,0.2046382
20,0.18399453
21,0.1809236
22,0.19210762
23,0.18471733
24,0.20558858
25,0.19226627
26,0.21339534
27,0.21106295
28,0.19757496
29,0.18884811
30,0.21071915
31,0.19972202
32,0.19082
33,0.203846
34,0.20038657
35,0.2125934
36,0.2151429
37,0.20482363
38,0.22183569
39,0.23453721
40,0.22216325
41,0.24672325
42,0.2564532
43,0.24941449
44,0.23843883
45,0.2691123
46,0.2621152
47,0.28237456
48,0.28311238
49,0.36335006
50,0.40752563
51,0.4380861
52,0.5125957
53,0.5985982
54,0.5988888
55,0.61217314
56,0.6068869
57,0.6150287
58,0.64301556
59,0.6511342
60,0.659552
61,0.67614144
62,0.6608369
63,0.66602844
64,0.7074295
65,0.709932
66,0.72852236
67,0.7234959
68,0.73972857
69,0.7019171
70,0.7522449
71,0.71767324
72,0.725182
73,0.74319214
74,0.77262264
75,0.7794778
76,0.78979874
77,0.7633128
78,0.7696797
79,0.7914552
80,0.78929955
81,0.813265
82,0.8261734
83,0.84070885
84,0.8173795
85,0.84312487
86,0.8654828
87,0.8307025
88,0.8539082
89,0.8633964
90,0.8651178
91,0.8917144
92,0.87491363
93,0.8888098
94,0.90528435
95,0.8807462
96,0.88492703
97,0.8983917
98,0.91713476
99,0.9136759
100,0.9127144
101,0.9204261
102,0.95287365
103,0.9484116
104,0.96767664
105,0.96210593
106,0.9709168
107,0.95414656
108,0.9479901
109,0.98186857
110,0.97200805
111,0.9975359
112,1.0062377
113,1.0134968
114,0.994474
115,1.0097498
116,1.0167507
117,1.0147713
118,1.0165017
119,1.0423884
120,1.0318937
121,1.0466406
122,1.038445
123,1.0473766
124,1.0507001
125,1.0557219
126,1.0525352
127,1.0570005
128,1.0601219
129,1.0918578
130,1.0880475
131,1.0873741
132,1.0710723
133,1.0936817
134,1.1016277
135,1.0957575
136,1.1024675
137,1.1065018
138,1.0942618
139,1.0927758
140,1.1146965
141,1.1035175
142,1.0952036
143,1.1044801
144,1.1047311
145,1.1060971
146,1.1002296
147,1.0992746
148,1.0990822
149,1.0741386
150,1.0971217
151,1.0666149
152,1.0561616
153,1.0618502
154,1.0474024
155,1.0520382
156,1.0687469
157,1.0636146
158,1.032581
159,1.0454125
160,1.0198598
161,1.0381706
162,1.0400412
163,1.006982
164,1.0275291
165,0.99128586
166,0.9910057
167,0.99956745
168,0.99831
169,1.0015109
170,0.99777895
171,0.99549836
172,0.9662611
173,0.9820629
174,0.94792575
175,0.9556205
176,0.9520612
177,0.94014186
178,0.94149464
179,0.9389814
180,0.91445774
181,0.9016793
182,0.906779
183,0.89847445
184,0.9178318
185,0.91159254
186,0.8879278
187,0.89684975
188,0.87559134
189,0.89245886
190,0.8823927
191,0.87602174
192,0.86136854
193,0.89422804
194,0.874873
195,0.88257545
196,0.8908645
197,0.9005641
198,0.8714772
199,0.8734148
200,0.89421284
201,0.8986613
202,0.87870073
203,0.88308936
204,0.8809615
205,0.90387744
206,0.8796424
207,0.89753777
208,0.87183523
209,0.8741814
210,0.8797167
211,0.8781106
212,0.86323714
213,0.8734254
214,0.9058427
215,0.86482924
216,0.8740017
217,0.8738084
218,0.88400847
219,0.8614284
220,0.88027906
221,0.8787729
222,0.8905842
223,0.8915171
224,0.8991384
225,0.8801125
226,0.86281896
227,0.8681553
228,0.8708524
229,0.88050324
230,0.87973183
231,0.9057958
232,0.90158534
233,0.87931585
234,0.87373155
235,0.8843096
236,0.90341085
237,0.92799973
238,0.9172637
239,0.9218872
240,0.90527904
241,0.93348235
242,0.9577326
243,0.96259266
244,0.96605754
245,0.94480366
246,0.9353359
247,0.9477977
248,0.9830984
249,0.975473
250,0.9676314
251,0.9951586
252,0.99596137
