timestamp,value,anomaly_score,label
2014-05-14 01:14:00,85.763115,0,0
2014-05-14 01:19:00,87.9561,0,0
2014-05-14 01:24:00,44.616898,0,0
2014-05-14 01:29:00,56.54526,0,0
2014-05-14 01:34:00,36.494743,0,0
2014-05-14 01:39:00,36.858482,0,0
2014-05-14 01:44:00,36.7708,0,0
2014-05-14 01:49:00,36.72697,0,0
2014-05-14 01:54:00,36.131367,0,0
2014-05-14 01:59:00,38.96004,0,0
2014-05-14 02:04:00,49.84391,0,0
2014-05-14 02:09:00,39.913208,0,0
2014-05-14 02:14:00,37.020752,0,0
2014-05-14 02:19:00,36.083237,0,0
2014-05-14 02:24:00,36.302063,0,0
2014-05-14 02:29:00,37.349884,0,0
2014-05-14 02:34:00,36.11824,0,0
2014-05-14 02:39:00,36.55169,0,0
2014-05-14 02:44:00,36.58674,0,0
2014-05-14 02:49:00,35.8558,0,0
2014-05-14 02:54:00,36.358982,0,0
2014-05-14 02:59:00,40.26674,0,0
2014-05-14 03:04:00,49.84391,0,0
2014-05-14 03:09:00,37.235752,0,0
2014-05-14 03:14:00,46.570503,0,0
2014-05-14 03:19:00,38.642784,0,0
2014-05-14 03:24:00,36.67876,0,0
2014-05-14 03:29:00,50.811172,0,0
2014-05-14 03:34:00,38.079376,0,0
2014-05-14 03:39:00,36.52541,0,0
2014-05-14 03:44:00,40.293266,0,0
2014-05-14 03:49:00,37.38501,0,0
2014-05-14 03:54:00,34.738335,0,0
2014-05-14 03:59:00,37.367447,0,0
2014-05-14 04:04:00,71.52427,0,0
2014-05-14 04:09:00,33.41201,0,0
2014-05-14 04:14:00,33.481445,0,0
2014-05-14 04:19:00,31.882082,0,0
2014-05-14 04:24:00,31.621067,0,0
2014-05-14 04:29:00,33.368618,0,0
2014-05-14 04:34:00,32.01376,0,0
2014-05-14 04:39:00,32.002968,0,0
2014-05-14 04:44:00,32.00944,0,0
2014-05-14 04:49:00,31.185877,0,0
2014-05-14 04:54:00,30.85672,0,0
2014-05-14 04:59:00,33.980984,0,0
2014-05-14 05:04:00,45.160576,0,0
