,X axis
0,0.2727738
1,0.2639513
2,0.24145153
3,0.24607845
4,0.27328533
5,0.24245492
6,0.23303956
7,0.26066184
8,0.23098202
9,0.24306254
10,0.25237814
11,0.2783681
12,0.25479728
13,0.24685249
14,0.2512464
15,0.23491666
16,0.25652725
17,0.25415292
18,0.26340795
19,0.23056257
20,0.25723332
21,0.26408798
22,0.24332777
23,0.25576025
24,0.22991344
25,0.24310762
26,0.22586587
27,0.22685397
28,0.23668972
29,0.24825972
30,0.22701457
31,0.23456472
32,0.24518074
33,0.23113267
34,0.23395614
35,0.22618613
36,0.22523531
37,0.23043287
38,0.22358865
39,0.2231405
40,0.22353633
41,0.22513384
42,0.22798693
43,0.22582364
44,0.22355835
45,0.23299932
46,0.23006552
47,0.2395083
48,0.23990276
49,0.29588324
50,0.3327092
51,0.3589278
52,0.42205232
53,0.4899224
54,0.4901411
55,0.50007105
56,0.4961359
57,0.50218827
58,0.5226447
59,0.5284903
60,0.5345163
61,0.54630375
62,0.53543305
63,0.5391306
64,0.56833684
65,0.57009435
66,0.5831638
67,0.5796259
68,0.59107244
69,0.5644647
70,0.59995645
71,0.5755323
72,0.5808122
73,0.59352463
74,0.6145946
75,0.6195828
76,0.6271678
77,0.6078751
78,0.6124642
79,0.62839454
80,0.62679887
81,0.64482045
82,0.65482086
83,0.6663732
84,0.6479835
85,0.66832614
86,0.68688405
87,0.65838546
88,0.67716384
89,0.6851132
90,0.68657357
91,0.70989597
92,0.69499505
93,0.70727724
94,0.72237384
95,0.700101
96,0.7038047
97,0.71598554
98,0.73360264
99,0.7302929
100,0.7293777
101,0.73677593
102,0.7692871
103,0.76469225
104,0.7847685
105,0.778903
106,0.78819954
107,0.7706044
108,0.76426005
109,0.79987997
110,0.7893579
111,0.81671166
112,0.82604706
113,0.8337817
114,0.8134195
115,0.8297975
116,0.83722395
117,0.8351323
118,0.8369613
119,0.86335003
120,0.85292274
121,0.8674309
122,0.8594865
123,0.86812764
124,0.8712355
125,0.8758037
126,0.8729233
127,0.8769405
128,0.8796674
129,0.90247095
130,0.90029395
131,0.8998912
132,0.8886328
133,0.9034494
134,0.907207
135,0.9045117
136,0.90755415
137,0.90908206
138,0.90375197
139,0.90296865
140,0.91144437
141,0.90797424
142,0.90423363
143,0.9083456
144,0.9084402
145,0.9089394
146,0.9066075
147,0.9061825
148,0.9060955
149,0.8909562
150,0.9051793
151,0.8851034
152,0.87619597
153,0.88114643
154,0.86815184
155,0.8724683
156,0.8868133
157,0.8826329
158,0.8536192
159,0.8662621
160,0.84049433
161,0.85921514
162,0.8610588
163,0.82684284
164,0.8484636
165,0.8099911
166,0.80968994
167,0.81889504
168,0.8175437
169,0.8209815
170,0.816973
171,0.8145211
172,0.7832742
173,0.800088
174,0.76419425
175,0.7721331
176,0.7684478
177,0.7562757
178,0.75764346
179,0.75510556
180,0.7310388
181,0.7190195
182,0.72377294
183,0.71606165
184,0.7342724
185,0.7283125
186,0.7064856
187,0.71457076
188,0.69558483
189,0.7105702
190,0.70155525
191,0.6959596
192,0.68340003
193,0.71217716
194,0.69495976
195,0.701717
196,0.709128
197,0.7179878
198,0.6920191
199,0.6936941
200,0.71216345
201,0.7162335
202,0.6983023
203,0.70217234
204,0.70029086
205,0.7210614
206,0.6991295
207,0.7152015
208,0.6923279
209,0.69435894
210,0.69919485
211,0.6977852
212,0.6849783
213,0.6937033
214,0.72289604
215,0.68632865
216,0.694203
217,0.69403523
218,0.70298785
219,0.6834504
220,0.6996896
221,0.69836575
222,0.70887494
223,0.7097176
224,0.7166726
225,0.699543
226,0.6846247
227,0.6891647
228,0.69148046
229,0.69988704
230,0.699208
231,0.7228522
232,0.71893257
233,0.6988424
234,0.6939687
235,0.7032554
236,0.72062725
237,0.7441689
238,0.73372626
239,0.7381926
240,0.722369
241,0.74959725
242,0.7743305
243,0.77941346
244,0.7830595
245,0.7610039
246,0.7514469
247,0.76406306
248,0.8011979
249,0.79304475
250,0.78472096
251,0.8141559
252,0.815019
253,0.8223859
254,0.82027745
255,0.82086957
256,0.8175365
257,0.79380953
258,0.7867149
259,0.82064646
260,0.8199827
261,0.78928125
262,0.8174883
263,0.79589057
264,0.8234609
265,0.78854364
266,0.8106288
267,0.82758504
268,0.8227001
269,0.7965645
270,0.8043743
271,0.817806
272,0.79958165
273,0.80991024
274,0.7903801
275,0.8018402
276,0.8013173
277,0.8181054
278,0.82532746
279,0.81964934
280,0.8231378
281,0.8244623
282,0.8277356
283,0.8283239
284,0.79666024
285,0.8080184
286,0.82094634
287,0.7896372
288,0.80267376
289,0.8114567
290,0.81125766
291,0.8111433
292,0.8264995
293,0.8228294
294,0.8089545
295,0.7860125
296,0.82441056
297,0.81281406
298,0.80377793
299,0.8028104
300,0.8203722
301,0.8162605
302,0.8145419
303,0.80365425
304,0.8245986
305,0.81588197
306,0.8168178
307,0.80008036
308,0.8178581
309,0.82234377
310,0.7928039
311,0.8124175
312,0.79117554
313,0.81351876
314,0.8159005
315,0.8081578
316,0.804844
317,0.8054789
318,0.7902652
319,0.82904
320,0.81697965
321,0.8276933
322,0.79326934
323,0.80913085
324,0.80994153
325,0.7929875
326,0.8086252
327,0.8246694
328,0.8253757
329,0.8134045
330,0.8050545
331,0.8011694
332,0.82330817
333,0.8229071
334,0.81108505
335,0.79996186
336,0.80440485
337,0.7991909
338,0.82277644
339,0.81178164
340,0.8182881
341,0.8306967
342,0.7985897
343,0.8148556
344,0.7882355
345,0.79192024
346,0.82283336
347,0.80254215
348,0.7883223
349,0.7937869
350,0.79288894
351,0.8223681
352,0.82656735
353,0.8115653
354,0.8087521
355,0.8127542
356,0.8163503
357,0.7967753
358,0.7823785
359,0.81557393
360,0.7968478
361,0.7995181
362,0.81513625
363,0.822513
364,0.79353994
365,0.7945791
366,0.8148059
367,0.7816708
368,0.8128722
369,0.8118843
370,0.8107357
371,0.7835986
372,0.81061393
373,0.79935485
374,0.7976065
375,0.8108718
376,0.8011303
377,0.78580767
378,0.7883656
379,0.8031401
380,0.78366905
381,0.79097545
382,0.81200904
383,0.8097081
384,0.79930454
385,0.78329676
386,0.7678533
387,0.793507
388,0.80500305
389,0.7764204
390,0.7722961
391,0.7864667
392,0.78690827
393,0.7715805
394,0.7783688
395,0.7743169
396,0.77839375
397,0.7854384
398,0.7537724
399,0.77985084
400,0.75940645
401,0.7611735
402,0.75143063
403,0.731359
404,0.7249529
405,0.7127925
406,0.6992391
407,0.71719575
408,0.70318866
409,0.725813
410,0.7045624
411,0.72396636
412,0.69495386
413,0.7071268
414,0.697293
415,0.7339841
416,0.7327459
417,0.7033843
418,0.7249037
419,0.73888624
420,0.7118086
421,0.7196013
422,0.7437908
423,0.73615366
424,0.7368651
425,0.71468186
426,0.72294873
427,0.7137344
428,0.7406805
429,0.7501592
430,0.7469349
431,0.7356439
432,0.74405813
433,0.7396671
434,0.75956416
435,0.74087477
436,0.7340403
437,0.75944024
438,0.7537232
439,0.76742566
440,0.7378733
441,0.7636683
442,0.75442815
443,0.7337771
444,0.71792495
445,0.70888734
446,0.7202416
447,0.69822913
448,0.7170982
449,0.7104048
450,0.68732786
451,0.7157869
452,0.6933303
453,0.6934648
454,0.69715285
455,0.6697456
456,0.6734537
457,0.66486126
458,0.6474029
459,0.65355897
460,0.6512113
461,0.67433757
462,0.6685893
463,0.6677749
464,0.6486242
465,0.6870919
466,0.6538525
467,0.6688992
468,0.6786093
469,0.6726208
470,0.6672013
471,0.70499897
472,0.7126481
473,0.7034186
474,0.6866663
475,0.70255756
476,0.7105796
477,0.73143023
478,0.72237104
479,0.7422159
480,0.7254525
481,0.7460413
482,0.73584896
483,0.72967046
484,0.7255302
485,0.7524231
486,0.72524375
487,0.75236166
488,0.76329345
489,0.76146257
490,0.77407956
491,0.7507018
492,0.7384713
493,0.7531376
494,0.7488265
495,0.7415042
496,0.7450597
497,0.7683216
498,0.765357
499,0.7333104
500,0.75048006
501,0.7449138
502,0.7459048
503,0.7603285
504,0.7452512
505,0.73571956
506,0.7509402
507,0.74254495
508,0.7373525
509,0.73964393
510,0.754123
511,0.73347974
512,0.76834536
513,0.74484956
514,0.7405562
515,0.75786006
516,0.7324527
517,0.73761666
518,0.7768147
519,0.77472377
520,0.75566465
521,0.77030224
522,0.7921568
523,0.79625654
524,0.7940934
525,0.7759993
526,0.8166351
527,0.7991307
528,0.8157511
529,0.82649386
530,0.78203094
531,0.79643524
532,0.7927728
533,0.808513
534,0.7962759
535,0.79028505
536,0.7898547
537,0.78803027
538,0.78021365
539,0.7791592
540,0.80550224
541,0.7920839
542,0.8094335
543,0.78363174
544,0.77348614
545,0.8061028
546,0.78539866
547,0.7957231
548,0.7811161
549,0.7820014
550,0.7825487
551,0.823661
552,0.7831407
553,0.7873213
554,0.8241884
555,0.8303574
556,0.8346279
557,0.8027162
558,0.8262068
559,0.8047664
560,0.8407263
561,0.80475295
562,0.7999955
563,0.840893
564,0.8339016
565,0.82527
566,0.82127666
567,0.83005625
568,0.8432314
569,0.8242454
570,0.81890064
571,0.8468232
572,0.8441849
573,0.8301973
574,0.83690685
575,0.8185832
576,0.8193422
577,0.81642514
578,0.8199561
579,0.7937535
580,0.8095284
581,0.7822807
582,0.8001686
583,0.8056693
584,0.78450453
585,0.786797
586,0.7975181
587,0.77519983
588,0.77569425
589,0.79316276
590,0.7976587
591,0.76642835
592,0.8042811
593,0.8007156
594,0.8021001
595,0.76205903
596,0.7931133
597,0.79374
598,0.7810529
599,0.7635508
600,0.7793297
601,0.7890473
602,0.8010882
603,0.76996297
604,0.7925186
605,0.8046108
606,0.7966727
607,0.7923278
608,0.8032186
609,0.7782928
610,0.76743305
611,0.8029322
612,0.7606785
613,0.795495
614,0.77870864
615,0.7829365
616,0.7930198
617,0.76499754
618,0.7823925
619,0.7892196
620,0.79014504
621,0.775845
622,0.78319895
623,0.7807448
624,0.77708936
625,0.7788405
626,0.80032104
627,0.796491
628,0.7882877
629,0.77789897
630,0.7839903
631,0.76426697
632,0.77206296
633,0.78938854
634,0.78658235
635,0.7886596
636,0.7600058
637,0.789573
638,0.7923398
639,0.7787467
640,0.79001623
641,0.76028425
642,0.77956045
643,0.7807041
644,0.78419167
645,0.8032058
646,0.7710652
647,0.80121696
648,0.7823958
649,0.769664
650,0.7716338
651,0.7992013
652,0.7630856
653,0.78922945
654,0.79254943
655,0.77335626
656,0.78287816
657,0.7903783
658,0.7817534
659,0.7589239
660,0.80241287
661,0.80096465
662,0.79947996
663,0.80446905
664,0.7782126
665,0.7857722
666,0.76971614
667,0.78547835
668,0.7602312
669,0.78657913
670,0.77856165
671,0.78466916
672,0.7852041
673,0.7885636
674,0.7902992
675,0.77215356
676,0.7779742
677,0.7905626
678,0.76768726
679,0.79436284
680,0.8052815
681,0.76477516
682,0.7718153
683,0.7701798
684,0.77410275
685,0.79038525
686,0.8082884
687,0.7864721
688,0.76586926
689,0.7718785
690,0.808389
691,0.8053629
692,0.81044805
693,0.77492154
694,0.7699035
695,0.79310024
696,0.81234074
697,0.81019115
698,0.7952931
699,0.77083844
700,0.77247214
701,0.77094734
702,0.7922512
703,0.771034
704,0.80056703
705,0.77292305
706,0.7954369
707,0.7868677
708,0.7721566
709,0.7947684
710,0.80791473
711,0.8040084
712,0.8086107
713,0.79681426
714,0.7817075
715,0.78186774
716,0.81828654
717,0.7877283
718,0.79339427
719,0.8063185
720,0.8025919
721,0.7811911
722,0.8177974
723,0.7903625
724,0.7915118
725,0.81366676
726,0.7783854
727,0.8115475
728,0.8220298
729,0.7805306
730,0.7805847
731,0.7820311
732,0.81737375
733,0.82383245
734,0.77959585
735,0.80320954
736,0.82060367
737,0.8107518
738,0.8109228
739,0.7974597
740,0.81066513
741,0.80014884
742,0.7970691
743,0.81043404
744,0.7840902
745,0.7842423
746,0.80065715
747,0.81571335
748,0.80798334
749,0.8188473
750,0.8218789
751,0.80006576
752,0.80281955
753,0.79257596
754,0.80470395
755,0.7995775
756,0.81419635
757,0.82572526
758,0.8027408
759,0.8274885
760,0.82228935
761,0.81563
762,0.80083317
763,0.8168459
764,0.83206254
765,0.8029591
766,0.8352687
767,0.80915815
768,0.8136507
769,0.8316765
770,0.8268356
771,0.8260779
772,0.8201182
773,0.8106558
774,0.8232687
775,0.81986827
776,0.8134819
777,0.8429206
778,0.8456035
779,0.85820824
780,0.8371725
781,0.8285809
782,0.82878834
783,0.8477715
784,0.8409288
785,0.8610924
786,0.8547369
787,0.86242694
788,0.8312651
789,0.8394137
790,0.8710316
791,0.8706955
792,0.84514374
793,0.8511374
794,0.8514217
795,0.87625027
796,0.8635637
797,0.8550545
798,0.8724166
799,0.8510223
800,0.88100004
801,0.86385775
802,0.8665041
803,0.85946923
804,0.8596178
805,0.87727153
806,0.8846059
807,0.8672758
808,0.86844754
809,0.863152
810,0.86877114
811,0.87591743
812,0.8849715
813,0.8873952
814,0.88869816
815,0.8911111
816,0.89444953
817,0.87756026
818,0.881725
819,0.8849607
820,0.8813332
821,0.8766307
822,0.89607906
823,0.88554454
824,0.88780016
825,0.9005759
826,0.883157
827,0.9025712
828,0.8920464
829,0.89668506
830,0.88293326
831,0.8906595
832,0.902217
833,0.8920918
834,0.89624095
835,0.90140486
836,0.8889353
837,0.89154667
838,0.9015162
839,0.9054225
840,0.9097582
841,0.9035239
842,0.9066343
843,0.9074182
844,0.91074353
845,0.8990176
846,0.9022255
847,0.90953654
848,0.9118316
849,0.91159576
850,0.9107584
851,0.90187705
852,0.9079065
853,0.9105028
854,0.912813
855,0.9128775
856,0.9035478
857,0.9045404
858,0.9129323
859,0.9092807
860,0.9127808
861,0.9114929
862,0.9075615
863,0.91301197
864,0.9083151
865,0.91299903
866,0.9085736
867,0.9124517
868,0.91287875
869,0.9116266
870,0.9115898
871,0.9101165
872,0.9027459
873,0.9024079
874,0.8955945
875,0.9005827
876,0.8913229
877,0.8946345
878,0.89739984
879,0.8852565
880,0.9054436
881,0.90283895
882,0.89778733
883,0.88940936
884,0.89773256
885,0.9013912
886,0.9075056
887,0.8861891
888,0.8875443
889,0.90598994
890,0.88634294
891,0.90143317
892,0.88640547
893,0.8999294
894,0.8881818
895,0.889509
896,0.8965688
897,0.90538615
898,0.90536535
899,0.90286714
900,0.90226424
901,0.8908295
902,0.9050164
903,0.88957757
904,0.90237516
905,0.9044638
906,0.8961082
907,0.8933385
908,0.90931576
909,0.9056257
910,0.8954539
911,0.89199114
912,0.90471053
913,0.90130705
914,0.89944005
915,0.89943165
916,0.9041517
917,0.9028572
918,0.9103062
919,0.909578
920,0.9035896
921,0.91002935
922,0.90214634
923,0.90239465
924,0.9026984
925,0.90823466
926,0.89995843
927,0.9053506
928,0.8997083
929,0.89942855
930,0.8955149
931,0.9048818
932,0.90870655
933,0.8975091
934,0.9013543
935,0.91096634
936,0.90984285
937,0.9104339
938,0.91025734
939,0.9102976
940,0.9076019
941,0.9109902
942,0.9081498
943,0.90712297
944,0.9083024
945,0.8973364
946,0.9083283
947,0.9113237
948,0.9081047
949,0.89936864
950,0.9051177
951,0.9003439
952,0.90290135
953,0.9047494
954,0.8992328
955,0.90089315
956,0.9047309
957,0.9025833
958,0.9061078
959,0.9006499
960,0.9025869
961,0.9095831
962,0.90508455
963,0.8982835
964,0.909408
965,0.9071542
966,0.91240674
967,0.91131175
968,0.90648067
969,0.9029104
970,0.90004796
971,0.8993262
972,0.9094304
973,0.90268743
974,0.9045278
975,0.9091669
976,0.8989384
977,0.90844923
978,0.8990349
979,0.9086283
